title,artist,year,chart_position,weeks_on_chart,decade,top10
the party continues,jd featuring da brat,1998,90,1,,
this is how we party,s.o.a.p.,1998,91,1,,
baby be there,nu flavor,1998,92,1,,
hooked on a feeling,baby talk,1998,93,1,,
how do i say im sorry,tami davis,1998,94,1,,
sin so well,rebekah,1998,95,1,,
one of these days,tim mcgraw,1998,96,1,,
just be straight with me,"silkk the shocker featuring master p, destiny's child, o'dell, mo",1998,97,1,,
you only have to say you love me,hannah jones,1998,98,1,,
blue on black,the kenny wayne shepherd band,1998,99,1,,
my heart will go on,deja vu,1998,100,1,,
if you had my love,jennifer lopez,1999,1,1,,
livin la vida loca,ricky martin,1999,2,1,,
last kiss,pearl jam,1999,3,1,,
its not right but its okay,whitney houston,1999,4,1,,
the hardest thing,98 degrees,1999,5,1,,
i want it that way,backstreet boys,1999,6,1,,
fortunate,maxwell,1999,7,1,,
no scrubs,tlc,1999,8,1,,
where my girls at,702,1999,9,1,,
kiss me,sixpence none the richer,1999,10,1,,
bills bills bills,destiny's child,1999,11,1,,
no pigeons,sporty thievz featuring mr. woods,1999,12,1,,
wild wild west,will smith featuring dru hill & kool mo dee,1999,13,1,,
that dont impress me much,shania twain,1999,14,1,,
happily ever after,case,1999,15,1,,
808,blaque,1999,16,1,,
almost doesnt count,brandy,1999,17,1,,
chantes got a man,chante moore,1999,18,1,,
all star,smash mouth,1999,19,1,,
every morning,sugar ray,1999,20,1,,
who dat,jt money featuring sole,1999,21,1,,
give it to you,jordan knight,1999,22,1,,
anywhere,112 featuring lil'z,1999,23,1,,
i will remember you,sarah mclachlan,1999,24,1,,
please remember me,tim mcgraw,1999,25,1,,
slide,goo goo dolls,1999,26,1,,
sometimes,britney spears,1999,27,1,,
what its like,everlast,1999,28,1,,
beautiful stranger,madonna,1999,29,1,,
write this down,george strait,1999,30,1,,
tell me its real,k-ci & jojo,1999,31,1,,
believe,cher,1999,32,1,,
god must have spent a little more time on you,alabama featuring 'n sync,1999,33,1,,
youll be in my heart,phil collins,1999,34,1,,
holla holla,ja rule,1999,35,1,,
did you ever think,r. kelly,1999,36,1,,
whatever you say,martina mcbride,1999,37,1,,
amazed,lonestar,1999,38,1,,
lesson in leavin,jo dee messina,1999,39,1,,
better days,citizen king,1999,40,1,,
with you,lila mccann,1999,41,1,,
sweet lady,tyrese,1999,42,1,,
fly away,lenny kravitz,1999,43,1,,
heartbreak hotel,whitney houston faith evans & kelly price,1999,44,1,,
back 2 good,matchbox 20,1999,45,1,,
tonight the heartaches on me,dixie chicks,1999,46,1,,
a night to remember,joe diffie,1999,47,1,,
hey leonardo,blessid union of souls,1999,48,1,,
if you,silk,1999,49,1,,
scar tissue,red hot chili peppers,1999,50,1,,
my own worst enemy,lit,1999,51,1,,
i could not ask for more,edwin mccain,1999,52,1,,
single white female,chely wright,1999,53,1,,
one honest heart,reba,1999,54,1,,
lately,tyrese,1999,56,1,,
little goodbyes,shedaisy,1999,57,1,,
shes so high,tal bachman,1999,58,1,,
two teardrops,steve wariner,1999,59,1,,
praise you,fatboy slim,1999,60,1,,
genie in a bottle,christina aguilera,1999,61,1,,
strong enough,cher,1999,62,1,,
everything is everything,lauryn hill,1999,63,1,,
out of my head,fastball,1999,64,1,,
unpretty,tlc,1999,65,1,,
someday,sugar ray,1999,66,1,,
rollercoaster,b*witched,1999,67,1,,
you wont ever be lonely,andy griggs,1999,68,1,,
crazy little thing called love,dwight yoakam,1999,69,1,,
blue monday,orgy,1999,70,1,,
whats it gonna be,busta rhymes featuring janet,1999,71,1,,
man i feel like a woman,shania twain,1999,72,1,,
the secret of life,faith hill,1999,73,1,,
what ya want,eve & nokio,1999,74,1,,
who needs pictures,brad paisley,1999,75,1,,
jigga my n,jay-z,1999,76,1,,
you,jesse powell,1999,77,1,,
shes always right,clay walker,1999,78,1,,
jamboree,naughty by nature featuring zhane,1999,79,1,,
hello love,john michael montgomery,1999,80,1,,
wish you were here,mark wills,1999,81,1,,
spend my life with you,eric benet featuring tamia,1999,82,1,,
anyone else,collin raye,1999,83,1,,
you are everything,dru hill,1999,84,1,,
slave to the habit,shane minor,1999,85,1,,
my favorite girl,dave hollister,1999,86,1,,
nann,trick daddy featuring trina,1999,87,1,,
sitting home,total,1999,88,1,,
watch out now,the beatnuts featuring yellaklaw,1999,89,1,,
ill think of a reason later,lee ann womack,1999,90,1,,
one,creed,1999,91,1,,
heavy,collective soul,1999,92,1,,
anything but down,sheryl crow,1999,93,1,,
players holiday,t.w.d.y. featuring too short & mac mall,1999,94,1,,
life,k-ci & jojo,1999,95,1,,
why dont you get a job,the offspring,1999,96,1,,
everyone falls in love,tanto metro & devonte,1999,97,1,,
it aint my fault 1  2,silkk the shocker featuring mystikal,1999,98,1,,
let me know,cam'ron,1999,99,1,,
i drive myself crazy,*nsync,1999,100,1,,
be with you,enrique iglesias,2000,1,1,,
try again,aaliyah,2000,2,1,,
i turn to you,christina aguilera,2000,3,1,,
i wanna know,joe,2000,4,1,,
the real slim shady,eminem,2000,5,1,,
everything you want,vertical horizon,2000,6,1,,
its gonna be me,*nsync,2000,7,1,,
breathe,faith hill,2000,8,1,,
you sang to me,marc anthony,2000,9,1,,
there you go,p!nk,2000,10,1,,
higher,creed,2000,11,1,,
bent,matchbox twenty,2000,12,1,,
thong song,sisqo,2000,13,1,,
oopsi did it again,britney spears,2000,14,1,,
he wasnt man enough,toni braxton,2000,15,1,,
i try,macy gray,2000,16,1,,
absolutely,nine days,2000,17,1,,
back here,bbmak,2000,18,1,,
maria maria,santana featuring the product g&b,2000,19,1,,
swear it again,westlife,2000,20,1,,
big pimpin,jay-z featuring ugk,2000,21,1,,
yes,chad brock,2000,22,1,,
say my name,destiny's child,2000,23,1,,
broadway,goo goo dolls,2000,24,1,,
separated,avant,2000,25,1,,
i wish,carl thomas,2000,27,1,,
lets get married,jagged edge,2000,28,1,,
otherside,red hot chili peppers,2000,29,1,,
the one,backstreet boys,2000,30,1,,
wifey,next,2000,31,1,,
smooth,santana featuring rob thomas,2000,32,1,,
where i wanna be,donell jones,2000,33,1,,
crybaby,mariah carey featuring snoop dogg,2000,34,1,,
desert rose,sting featuring cheb mami,2000,35,1,,
country grammar,nelly,2000,36,1,,
jumpin jumpin,destiny's child,2000,37,1,,
i hope you dance,lee ann womack,2000,38,1,,
better off alone,alice deejay,2000,39,1,,
bye bye bye,*nsync,2000,40,1,,
the next episode,dr. dre featuring snoop dogg,2000,41,1,,
dance tonight,lucy pearl,2000,42,1,,
doesnt really matter,janet,2000,43,1,,
party up,dmx,2000,44,1,,
couldnt last a moment,collin raye,2000,45,1,,
crash and burn,savage garden,2000,46,1,,
kryptonite,3 doors down,2000,47,1,,
purest of pain,son by four,2000,48,1,,
it feels so good,sonique,2000,49,1,,
simple kind of life,no doubt,2000,50,1,,
whatchu like,da brat featuring tyrese,2000,51,1,,
unconditional,clay davidson,2000,52,1,,
the chain of love,clay walker,2000,53,1,,
i wanna be with you,mandy moore,2000,54,1,,
the way you love me,faith hill,2000,55,1,,
prayin for daylight,rascal flatts,2000,56,1,,
ill be,reba mcentire,2000,57,1,,
some things never change,tim mcgraw,2000,58,1,,
i need you,leann rimes,2000,59,1,,
shackles,mary mary,2000,60,1,,
i will love again,lara fabian,2000,61,1,,
i think god can explain,splender,2000,62,1,,
i think im in love with you,jessica simpson,2000,63,1,,
what about now,lonestar,2000,64,1,,
flowers on the wall,eric heatherly,2000,65,1,,
incomplete,sisqo,2000,66,1,,
thats the way,jo dee messina,2000,67,1,,
could i have this kiss forever,whitney houston & enrique iglesias,2000,68,1,,
shes more,andy griggs,2000,69,1,,
wobble wobble,504 boyz,2000,70,1,,
same script different cast,whitney houston & deborah cox,2000,71,1,,
what i need to do,kenny chesney,2000,72,1,,
whatever,ideal featuring lil' mo,2000,73,1,,
it must be love,alan jackson,2000,74,1,,
with arms wide open,creed,2000,75,1,,
no more,ruff endz,2000,76,1,,
taking you home,don henley,2000,77,1,,
only god knows why,kid rock,2000,78,1,,
cold day in july,dixie chicks,2000,79,1,,
mirror mirror,m2m,2000,80,1,,
i disappear,metallica,2000,81,1,,
one voice,billy gilman,2000,82,1,,
more,trace adkins,2000,83,1,,
best of me,mya featuring jadakiss,2000,84,1,,
youll always be loved by me,brooks & dunn,2000,85,1,,
buy me a rose,kenny rogers,2000,86,1,,
graduation,vitamin c,2000,87,1,,
take that,"torrey carter featuring missy ""misdemeanor"" elliott",2000,88,1,,
shut up,"trick daddy featuring duece poppito, trina, co",2000,89,1,,
its so hard,big punisher featuring donell jones,2000,90,1,,
monica,before dark,2000,91,1,,
when you need my love,darryl worley,2000,92,1,,
someday out of the blue,elton john,2000,93,1,,
3 little words,nu flavor,2000,94,1,,
you owe me,nas featuring ginuwine,2000,95,1,,
carlene,phil vassar,2000,96,1,,
riddle,en vogue,2000,97,1,,
what you want,dmx featuring sisqo,2000,98,1,,
got beef,snoop dogg presents tha eastsidaz featuring jayo felony and blaqthoven,2000,99,1,,
been there,clint black,2000,100,1,,
lady marmalade,"christina aguilera, lil' kim, mya & p!nk",2001,1,1,,
hanging by a moment,lifehouse,2001,2,1,,
my baby,lil' romeo,2001,3,1,,
ride wit me,nelly featuring city spud,2001,4,1,,
drops of jupiter,train,2001,5,1,,
peaches  cream,112,2001,6,1,,
get ur freak on,"missy ""misdemeanor"" elliott",2001,7,1,,
fiesta,r. kelly featuring jay-z,2001,8,1,,
let me blow ya mind,eve featuring gwen stefani,2001,9,1,,
there youll be,faith hill,2001,10,1,,
follow me,uncle kracker,2001,11,1,,
all for you,janet,2001,12,1,,
superwoman pt ii,lil' mo featuring fabolous,2001,13,1,,
drive,incubus,2001,14,1,,
what would you do,city high,2001,15,1,,
thank you,dido,2001,16,1,,
irresistible,jessica simpson,2001,17,1,,
im like a bird,nelly furtado,2001,18,1,,
pop,*nsync,2001,19,1,,
bootylicious,destiny's child,2001,20,1,,
u remind me,usher,2001,21,1,,
its been awhile,staind,2001,22,1,,
music,erick sermon featuring marvin gaye,2001,23,1,,
all or nothing,o-town,2001,24,1,,
im already there,lonestar,2001,25,1,,
when its over,sugar ray,2001,26,1,,
more than that,backstreet boys,2001,27,1,,
fill me in,craig david,2001,28,1,,
where the party at,jagged edge,2001,29,1,,
wait a minute,ray j featuring lil' kim,2001,30,1,,
aint nothing bout you,brooks & dunn,2001,31,1,,
i do,toya,2001,32,1,,
grown men dont cry,tim mcgraw,2001,33,1,,
i could not ask for more,sara evans,2001,35,1,,
survivor,destiny's child,2001,36,1,,
she couldnt change me,montgomery gentry,2001,37,1,,
someone to call my lover,janet,2001,38,1,,
south side,moby featuring gwen stefani,2001,39,1,,
dont happen twice,kenny chesney,2001,40,1,,
missing you,case,2001,41,1,,
if youre gone,matchbox twenty,2001,42,1,,
heres to the night,eve 6,2001,43,1,,
stutter,joe featuring mystikal,2001,44,1,,
play,jennifer lopez,2001,45,1,,
angel,shaggy featuring rayvon,2001,46,1,,
i cry,ja rule featuring lil' mo,2001,47,1,,
the space between,dave matthews band,2001,48,1,,
heard it all before,sunshine anderson,2001,49,1,,
i wanna be bad,willa ford,2001,50,1,,
love,musiq soulchild,2001,51,1,,
if you can do anything else,george strait,2001,52,1,,
hit em up style,blu cantrell,2001,53,1,,
never had a dream come true,s club 7,2001,54,1,,
flavor of the weak,american hi-fi,2001,55,1,,
when somebody loves you,alan jackson,2001,56,1,,
two people fell in love,brad paisley,2001,57,1,,
this is me,dream,2001,58,1,,
we need a resolution,aaliyah featuring timbaland,2001,59,1,,
when i think about angels,jamie o'neal,2001,60,1,,
its a great day to be alive,travis tritt,2001,61,1,,
austin,blake shelton,2001,62,1,,
i like them girls,tyrese,2001,63,1,,
cant believe,faith evans featuring carl thomas,2001,64,1,,
im just talkin about tonight,toby keith,2001,65,1,,
so fresh so clean,outkast,2001,66,1,,
where the blacktop ends,keith urban,2001,67,1,,
mad season,matchbox twenty,2001,68,1,,
downtime,jo dee messina,2001,69,1,,
la bomba,azul azul,2001,70,1,,
take it to da house,trick daddy featuring the sns express,2001,71,1,,
baby come over,samantha mumba,2001,72,1,,
shes all i got,jimmy cozier,2001,73,1,,
what i really meant to say,cyndi thomson,2001,74,1,,
loverboy,mariah carey featuring cameo,2001,75,1,,
schism,tool,2001,76,1,,
maybe i deserve,tank,2001,77,1,,
right where i need to be,gary allan,2001,78,1,,
while you loved me,rascal flatts,2001,79,1,,
lets get it,"three the... g. dep, p. diddy & black rob",2001,80,1,,
playas gon play,3lw,2001,81,1,,
just in case,jaheim,2001,82,1,,
what it feels like for a girl,madonna,2001,83,1,,
until the end of time,2pac,2001,84,1,,
what it is,violator featuring busta rhymes,2001,85,1,,
oochie wally,qb finest featuring nas & bravehearts,2001,86,1,,
fallin,alicia keys,2001,87,1,,
angel,lionel richie,2001,88,1,,
lay low,"snoop dogg featuring master p, nate dogg, butch cassidy & tha eastsidaz",2001,89,1,,
if i fall youre going down with me,dixie chicks,2001,90,1,,
purple hills,d12,2001,91,1,,
dream on,depeche mode,2001,92,1,,
video,india.arie,2001,93,1,,
my way,limp bizkit,2001,94,1,,
look at us,sarina paris,2001,95,1,,
there she goes,babyface,2001,96,1,,
yellow,coldplay,2001,97,1,,
get over yourself,eden's crush,2001,98,1,,
midwest swing,st. lunatics,2001,99,1,,
mrs steven rudy,mark mcguinn,2001,100,1,,
hot in herre,nelly,2002,1,1,,
without me,eminem,2002,2,1,,
foolish,ashanti,2002,3,1,,
oh boy,cam'ron featuring juelz santana,2002,4,1,,
hero,chad kroeger featuring josey scott,2002,5,1,,
the middle,jimmy eat world,2002,6,1,,
i need a girl,p. diddy featuring usher & loon,2002,7,1,,
a thousand miles,vanessa carlton,2002,8,1,,
addictive,truth hurts featuring rakim,2002,9,1,,
im gonna be alright,jennifer lopez featuring nas,2002,10,1,,
complicated,avril lavigne,2002,11,1,,
still fly,big tymers,2002,12,1,,
i need a girl,"p. diddy & ginuwine featuring loon, mario winans & tammy ruggeri",2002,13,1,,
days go by,dirty vegas,2002,14,1,,
whats luv,fat joe featuring ashanti,2002,15,1,,
halfcrazy,musiq,2002,16,1,,
hella good,no doubt,2002,17,1,,
full moon,brandy,2002,18,1,,
soak up the sun,sheryl crow,2002,19,1,,
blurry,puddle of mudd,2002,20,1,,
all you wanted,michelle branch,2002,21,1,,
u dont have to call,usher,2002,22,1,,
wasting my time,default,2002,23,1,,
just a friend 2002,mario,2002,24,1,,
heaven,dj sammy & yanou featuring do,2002,25,1,,
down 4 u,"irv gotti presents the inc. featuring ja rule, ashanti, charli baltimore & vita",2002,26,1,,
dont let me get me,p!nk,2002,27,1,,
rainy dayz,mary j. blige featuring ja rule,2002,28,1,,
wherever you will go,the calling,2002,29,1,,
living and living well,george strait,2002,30,1,,
call me,tweet,2002,31,1,,
im gonna miss her,brad paisley,2002,32,1,,
down a chick,"ja rule featuring charli ""chuck"" baltimore",2002,33,1,,
gots ta be,b2k,2002,34,1,,
more than a woman,aaliyah,2002,35,1,,
no such thing,john mayer,2002,36,1,,
the good stuff,kenny chesney,2002,37,1,,
how you remind me,nickelback,2002,38,1,,
drive,alan jackson,2002,39,1,,
in the end,linkin park,2002,40,1,,
nothin,n.o.r.e.,2002,41,1,,
courtesy of the red white and blue,toby keith,2002,42,1,,
not a day goes by,lonestar,2002,43,1,,
underneath your clothes,shakira,2002,44,1,,
the one,gary allan,2002,45,1,,
walking away,craig david,2002,46,1,,
by the way,red hot chili peppers,2002,47,1,,
happy,ashanti,2002,48,1,,
my heart is lost to you,brooks & dunn,2002,49,1,,
dont say goodbye,paulina rubio,2002,50,1,,
pass the courvoisier part ii,busta rhymes featuring p. diddy & pharrell,2002,51,1,,
why dont we fall in love,amerie,2002,52,1,,
one last breath,creed,2002,53,1,,
anything,jaheim featuring next,2002,54,1,,
when you lie next to me,kellie coffey,2002,55,1,,
long time gone,dixie chicks,2002,56,1,,
escape,enrique iglesias,2002,57,1,,
you know that i love you,donell jones,2002,58,1,,
grindin,clipse,2002,59,1,,
someone to love you,ruff endz,2002,60,1,,
just like a pill,p!nk,2002,61,1,,
i dont have to be me,steve azar,2002,62,1,,
i miss my friend,darryl worley,2002,63,1,,
makin good love,avant,2002,64,1,,
here is gone,goo goo dolls,2002,65,1,,
drift  die,puddle of mudd,2002,66,1,,
my neck my back,khia featuring dsd,2002,67,1,,
too bad,nickelback,2002,68,1,,
unbroken,tim mcgraw,2002,69,1,,
move bh,ludacris featuring mystikal & infamous 2.0,2002,70,1,,
where are you going,dave matthews band,2002,71,1,,
tonight i wanna be your man,andy griggs,2002,72,1,,
ten rounds with jose cuervo,tracy byrd,2002,73,1,,
a new day has come,celine dion,2002,74,1,,
i should be sleeping,emerson drive,2002,75,1,,
running away,hoobastank,2002,76,1,,
what if shes an angel,tommy shane steiner,2002,77,1,,
say i yi yi,ying yang twins,2002,78,1,,
the impossible,joe nichols,2002,79,1,,
what if a woman,joe,2002,80,1,,
ive got you,marc anthony,2002,81,1,,
for all time,soluna,2002,82,1,,
for you,staind,2002,83,1,,
thats when i love you,phil vassar,2002,84,1,,
if i could go,angie martinez featuring lil' mo & sacario,2002,85,1,,
quitame ese hombre,pilar montenegro,2002,86,1,,
here to stay,korn,2002,87,1,,
love at first sight,kylie minogue,2002,88,1,,
give it to her,tanto metro & devonte,2002,89,1,,
gimme the light,sean paul,2002,90,1,,
toxicity,system of a down,2002,91,1,,
awnaw,nappy roots,2002,92,1,,
wish i didnt miss you,angie stone,2002,93,1,,
i dont want you to go,carolyn dawn johnson,2002,94,1,,
black suits comin,will smith featuring tra-knox,2002,95,1,,
way of life,lil wayne,2002,96,1,,
feels good,naughty by nature featuring 3lw,2002,97,1,,
one mic,nas,2002,98,1,,
crawling in the dark,hoobastank,2002,99,1,,
guess whos back,scarface featuring jay-z & beanie sigel,2002,100,1,,
this is the night,clay aiken,2003,1,1,,
flying without wings,ruben studdard,2003,2,1,,
crazy in love,beyonce featuring jay z,2003,3,1,,
magic stick,lil' kim featuring 50 cent,2003,4,1,,
21 questions,50 cent featuring nate dogg,2003,5,1,,
get busy,sean paul,2003,6,1,,
rock wit u,ashanti,2003,7,1,,
bring me to life,evanescence featuring paul mccoy,2003,8,1,,
i know what you want,busta rhymes & mariah carey featuring the flipmode squad,2003,9,1,,
unwell,matchbox twenty,2003,10,1,,
so gone,monica,2003,11,1,,
miss independent,kelly clarkson,2003,12,1,,
cant let you go,fabolous featuring mike shorey & lil' mo,2003,13,1,,
drift away,uncle kracker featuring dobie gray,2003,14,1,,
right thurr,chingy,2003,15,1,,
ignition,r. kelly,2003,16,1,,
never leave you  uh ooh uh oooh,lumidee,2003,17,1,,
